permutation,PD_code,Jones_polynomial,Jones_polynomial_span,Alexander_polynomial,Alexander_polynomial_span,Signature,Determinant,coefficients,min_degree,max_degree
"[0.408344, 0.979397, 0.578194, -2.17232, -0.134102, -1.54054, -0.786869, 0.0277878, -0.55019, 0.601232, -0.417916, 1.02891, 0.723587, 0.436995, -0.990121, -0.131469, -0.129427, -1.08994, 0.283626, -0.834347, 0.888657, 0.146435, 0.098739, 0.430552, 0.773526, -0.640485, 0.348087, -0.637028, -0.241819, -0.344156, -0.195084]","[[20, 3, 21, 4], [37, 4, 38, 5], [62, 2, 63, 1], [79, 3, 80, 2], [10, 13, 11, 14], [7, 22, 8, 23], [6, 39, 7, 40], [11, 61, 12, 60], [9, 79, 10, 78], [8, 88, 9, 87], [5, 90, 6, 91], [61, 13, 62, 12], [16, 24, 17, 23], [17, 41, 18, 40], [14, 77, 15, 78], [15, 86, 16, 87], [18, 92, 19, 91], [36, 20, 37, 19], [88, 22, 89, 21], [26, 44, 27, 43], [28, 49, 29, 50], [24, 58, 25, 57], [27, 68, 28, 69], [25, 85, 26, 84], [29, 102, 30, 103], [52, 33, 53, 34], [54, 36, 55, 35], [71, 30, 72, 31], [81, 35, 82, 34], [89, 39, 90, 38], [96, 31, 97, 32], [105, 32, 106, 33], [41, 57, 42, 56], [44, 76, 45, 75], [42, 84, 43, 83], [65, 47, 66, 46], [72, 48, 73, 47], [98, 46, 99, 45], [48, 102, 49, 101], [69, 50, 70, 51], [94, 51, 95, 52], [80, 54, 81, 53], [59, 77, 60, 76], [58, 86, 59, 85], [55, 92, 56, 93], [97, 65, 98, 64], [106, 64, 1, 63], [67, 74, 68, 75], [66, 100, 67, 99], [103, 71, 104, 70], [73, 101, 74, 100], [82, 93, 83, 94], [104, 96, 105, 95]]","[[-4, -1], [-3, 3], [-1, -17], [0, 48], [1, -70], [2, 47], [3, 40], [4, -163], [5, 263], [6, -286], [7, 215], [8, -71], [9, -99], [10, 240], [11, -302], [12, 265], [13, -152], [14, 26], [15, 57], [16, -78], [17, 56], [18, -27], [19, 8], [20, -1]]",24,"[[-9, 3], [-8, -14], [-7, 28], [-6, -42], [-5, 58], [-4, -45], [-3, -13], [-2, 67], [-1, -75], [0, 67], [1, -75], [2, 67], [3, -13], [4, -45], [5, 58], [6, -42], [7, 28], [8, -14], [9, 3]]",18,10,3,"[-1, 3, -17, 48, -70, 47, 40, -163, 263, -286, 215, -71, -99, 240, -302, 265, -152, 26, 57, -78, 56, -27, 8, -1]",-4,20
"[0.934438, 0.137157, -0.632271, 0.0993931, 0.865014, 0.47074, 0.995031, 1.01258, -0.547484, 1.35804, -0.298296, 0.213124, 1.014, -0.665244, -2.25936, -0.0454594, 1.94512, 0.293741, -2.09067, 0.247722, -0.0725692, 0.206028, 0.478176]","[[22, 2, 23, 1], [32, 6, 33, 5], [47, 2, 48, 3], [66, 3, 67, 4], [75, 4, 76, 5], [9, 19, 10, 18], [8, 30, 9, 29], [6, 51, 7, 52], [11, 70, 12, 71], [7, 78, 8, 79], [10, 86, 11, 85], [56, 16, 57, 15], [61, 14, 62, 15], [71, 12, 72, 13], [84, 14, 85, 13], [16, 37, 17, 38], [17, 41, 18, 40], [19, 68, 20, 69], [20, 88, 21, 87], [54, 26, 55, 25], [64, 23, 65, 24], [73, 24, 74, 25], [81, 27, 82, 26], [88, 22, 1, 21], [27, 36, 28, 37], [28, 42, 29, 41], [31, 51, 32, 50], [30, 78, 31, 77], [44, 34, 45, 33], [53, 35, 54, 34], [38, 59, 39, 60], [35, 80, 36, 81], [58, 39, 59, 40], [42, 80, 43, 79], [52, 43, 53, 44], [65, 47, 66, 46], [74, 46, 75, 45], [48, 68, 49, 67], [49, 77, 50, 76], [60, 58, 61, 57], [82, 56, 83, 55], [72, 64, 73, 63], [83, 62, 84, 63], [69, 87, 70, 86]]","[[-3, 1], [-2, 1], [0, -13], [1, 46], [2, -87], [3, 107], [4, -87], [5, 26], [6, 57], [7, -138], [8, 195], [9, -211], [10, 182], [11, -118], [12, 47], [13, 1], [14, -17], [15, 13], [16, -5], [17, 1]]",20,"[[-7, -1], [-5, 25], [-4, -81], [-3, 90], [-2, 37], [-1, -250], [0, 361], [1, -250], [2, 37], [3, 90], [4, -81], [5, 25], [7, -1]]",14,4,545,"[1, 1, -13, 46, -87, 107, -87, 26, 57, -138, 195, -211, 182, -118, 47, 1, -17, 13, -5, 1]",-3,17
"[-1.03998, 1.06819, 1.26621, 0.340525, -0.231561, -0.343615, -0.195841, 1.08005, -2.39789, 0.409749, -1.62673, -0.676625, -1.084, -0.232756, -1.36278, 0.706569, -0.382351, -0.13233, -1.01439, -0.523733, 1.63153, 0.403821, 0.155681, -0.850302, -0.626596, 1.06206, 1.08917, 1.31654, 0.928275]","[[30, 2, 31, 1], [57, 4, 58, 5], [68, 4, 69, 3], [81, 2, 82, 3], [7, 37, 8, 36], [8, 51, 9, 52], [9, 86, 10, 87], [5, 99, 6, 98], [6, 107, 7, 108], [18, 12, 19, 11], [29, 11, 30, 10], [46, 14, 47, 13], [63, 14, 64, 15], [83, 12, 84, 13], [16, 46, 17, 45], [15, 64, 16, 65], [17, 84, 18, 85], [39, 23, 40, 22], [61, 20, 62, 21], [66, 22, 67, 21], [82, 19, 83, 20], [104, 24, 105, 23], [25, 39, 26, 38], [27, 45, 28, 44], [26, 49, 27, 50], [28, 85, 29, 86], [24, 104, 25, 103], [56, 33, 57, 34], [69, 33, 70, 32], [80, 31, 81, 32], [37, 42, 38, 43], [34, 98, 35, 97], [35, 108, 36, 109], [101, 40, 102, 41], [43, 50, 44, 51], [41, 106, 42, 107], [62, 47, 63, 48], [65, 49, 66, 48], [52, 87, 53, 88], [71, 55, 72, 54], [78, 55, 79, 56], [114, 53, 1, 54], [58, 100, 59, 99], [67, 60, 68, 61], [100, 60, 101, 59], [79, 71, 80, 70], [72, 91, 73, 92], [73, 112, 74, 113], [93, 74, 94, 75], [77, 91, 78, 90], [75, 94, 76, 95], [76, 112, 77, 111], [89, 96, 90, 97], [88, 110, 89, 109], [113, 93, 114, 92], [95, 111, 96, 110], [105, 103, 106, 102]]","[[-15, 1], [-14, -7], [-13, 20], [-12, -22], [-11, -49], [-10, 266], [-9, -601], [-8, 792], [-7, -364], [-6, -1120], [-5, 3729], [-4, -7013], [-3, 10151], [-2, -12273], [-1, 12788], [0, -11563], [1, 8988], [2, -5845], [3, 3005], [4, -1058], [5, 101], [6, 160], [7, -123], [8, 47], [9, -10], [10, 1]]",25,"[[-8, -3], [-7, 35], [-6, -209], [-5, 829], [-4, -2395], [-3, 5288], [-2, -9163], [-1, 12666], [0, -14095], [1, 12666], [2, -9163], [3, 5288], [4, -2395], [5, 829], [6, -209], [7, 35], [8, -3]]",16,-2,75271,"[1, -7, 20, -22, -49, 266, -601, 792, -364, -1120, 3729, -7013, 10151, -12273, 12788, -11563, 8988, -5845, 3005, -1058, 101, 160, -123, 47, -10, 1]",-15,10
"[-0.381669, 0.4853, -0.0465515, 0.224242, 0.556138, -0.291117, -0.0405218, 0.933073, 1.05754, 0.389356, -0.135518, 0.596454, -1.09381, -0.886246, -0.51711, 0.0486558, -0.0841795, 2.6059, 0.552507, 1.19535, 0.867461, 1.76019, 1.73406, -0.882053, 1.86164]","[[8, 4, 9, 3], [24, 1, 25, 2], [29, 4, 30, 5], [47, 2, 48, 3], [6, 31, 7, 32], [5, 42, 6, 43], [18, 12, 19, 11], [21, 13, 22, 12], [40, 7, 41, 8], [46, 10, 47, 9], [53, 11, 54, 10], [13, 21, 14, 20], [15, 36, 16, 37], [14, 52, 15, 51], [35, 16, 36, 17], [52, 18, 53, 17], [22, 20, 23, 19], [54, 23, 1, 24], [25, 38, 26, 39], [26, 50, 27, 49], [34, 27, 35, 28], [41, 31, 42, 30], [45, 28, 46, 29], [32, 44, 33, 43], [44, 34, 45, 33], [37, 50, 38, 51], [48, 39, 49, 40]]","[[-7, 1], [-6, -3], [-5, 6], [-4, -9], [-3, 10], [-2, -10], [-1, 9], [0, -6], [1, 4], [2, -1]]",9,"[[-3, 1], [-2, -6], [-1, 14], [0, -17], [1, 14], [2, -6], [3, 1]]",6,2,59,"[1, -3, 6, -9, 10, -10, 9, -6, 4, -1]",-7,2
"[0.345156, 0.105244, 0.342946, -0.290716, -1.79297, -0.482455, -0.169453, -1.36389, -0.446121, -0.852846, -1.2121, 2.29619, -0.780502, -0.194855, -0.811505, 0.0342392, 2.4221, 0.78615, 1.09641, -0.635817, -0.461202, -0.118136, 1.54525, -1.97563, -0.36075, 0.706132, 1.93098]","[[40, 1, 41, 2], [49, 3, 50, 2], [59, 5, 60, 4], [70, 4, 71, 3], [84, 5, 85, 6], [89, 7, 90, 6], [12, 17, 13, 18], [7, 23, 8, 22], [9, 34, 10, 35], [8, 64, 9, 63], [11, 75, 12, 74], [10, 94, 11, 93], [78, 15, 79, 16], [80, 14, 81, 13], [97, 15, 98, 14], [16, 96, 17, 95], [35, 20, 36, 21], [62, 22, 63, 21], [73, 19, 74, 18], [92, 20, 93, 19], [23, 32, 24, 33], [24, 56, 25, 55], [25, 67, 26, 66], [41, 26, 42, 27], [57, 29, 58, 28], [68, 28, 69, 27], [86, 29, 87, 30], [31, 44, 32, 45], [33, 65, 34, 64], [30, 87, 31, 88], [50, 39, 51, 40], [71, 38, 72, 39], [82, 38, 83, 37], [91, 36, 92, 37], [43, 56, 44, 57], [42, 67, 43, 68], [58, 47, 59, 48], [69, 48, 70, 49], [85, 47, 86, 46], [88, 45, 89, 46], [77, 52, 78, 53], [98, 52, 1, 51], [54, 65, 55, 66], [53, 76, 54, 77], [83, 60, 84, 61], [90, 62, 91, 61], [81, 72, 82, 73], [75, 94, 76, 95], [96, 79, 97, 80]]","[[-14, 1], [-13, -3], [-12, 5], [-11, -5], [-10, 5], [-9, -12], [-8, 24], [-7, -27], [-5, 61], [-4, -136], [-3, 198], [-2, -228], [-1, 220], [0, -173], [1, 101], [2, -23], [3, -32], [4, 49], [5, -36], [6, 15], [7, -3]]",21,"[[-8, -3], [-7, 13], [-6, -33], [-5, 55], [-4, -47], [-3, 19], [-2, -48], [-1, 144], [0, -199], [1, 144], [2, -48], [3, 19], [4, -47], [5, 55], [6, -33], [7, 13], [8, -3]]",16,-2,923,"[1, -3, 5, -5, 5, -12, 24, -27, 61, -136, 198, -228, 220, -173, 101, -23, -32, 49, -36, 15, -3]",-14,7
"[0.39786, -1.0918, 0.730787, 0.161872, -0.484497, -0.176262, 0.143463, -0.376429, -0.761462, 0.43771, 0.319413, 0.515214, -0.0526251, -0.099418, 0.656169, 1.10569, 0.448588, 0.529789, -0.131411, -1.42251, 1.6032]","[[4, 23, 5, 24], [3, 28, 4, 29], [1, 31, 2, 30], [2, 39, 3, 40], [11, 7, 12, 6], [20, 7, 21, 8], [24, 5, 25, 6], [8, 33, 9, 34], [21, 11, 22, 10], [32, 9, 33, 10], [13, 18, 14, 19], [12, 42, 13, 41], [17, 14, 18, 15], [15, 42, 16, 43], [43, 16, 44, 17], [25, 23, 26, 22], [44, 20, 1, 19], [37, 27, 38, 26], [27, 37, 28, 36], [31, 34, 32, 35], [29, 41, 30, 40], [35, 38, 36, 39]]","[[-8, -1], [-7, 3], [-6, -7], [-5, 13], [-4, -19], [-3, 24], [-2, -25], [-1, 24], [0, -20], [1, 14], [2, -8], [3, 4], [4, -1]]",12,"[[-3, 2], [-2, -14], [-1, 39], [0, -53], [1, 39], [2, -14], [3, 2]]",6,-2,163,"[-1, 3, -7, 13, -19, 24, -25, 24, -20, 14, -8, 4, -1]",-8,4
"[1.32093, 1.68108, -1.35022, -0.568522, 0.346276, -0.864007, -0.218958, 0.29618, -0.14335, 0.86508, 0.576893, 1.07128, -0.920837, -1.01559, 0.2673, -0.992116, -0.922301, -0.805159, 0.0940775, 0.383715, -0.66419, 0.270888, 1.09227, -1.26293, 0.739985, 1.0578, 1.15302, -2.04954, -0.651058, -0.85488, -0.933942, -0.548627, -1.39745]","[[21, 2, 22, 3], [58, 1, 59, 2], [80, 4, 81, 3], [5, 64, 6, 65], [4, 80, 5, 79], [23, 7, 24, 6], [47, 8, 48, 9], [62, 7, 63, 8], [11, 25, 12, 24], [10, 45, 11, 46], [9, 60, 10, 61], [12, 66, 13, 65], [13, 78, 14, 79], [14, 27, 15, 28], [16, 51, 17, 52], [15, 68, 16, 69], [17, 87, 18, 86], [38, 19, 39, 20], [57, 20, 58, 21], [63, 23, 64, 22], [73, 18, 74, 19], [25, 67, 26, 66], [26, 77, 27, 78], [37, 31, 38, 30], [55, 29, 56, 28], [72, 32, 73, 31], [82, 29, 83, 30], [33, 53, 34, 52], [34, 70, 35, 69], [32, 85, 33, 86], [42, 40, 43, 39], [54, 36, 55, 35], [83, 36, 84, 37], [89, 41, 90, 40], [41, 89, 42, 88], [44, 50, 45, 49], [43, 90, 44, 1], [59, 49, 60, 48], [61, 46, 62, 47], [50, 75, 51, 76], [70, 53, 71, 54], [81, 56, 82, 57], [67, 76, 68, 77], [84, 71, 85, 72], [74, 87, 75, 88]]","[[-17, 1], [-16, -3], [-15, 2], [-14, 1], [-13, -4], [-12, 5], [-11, -7], [-10, 20], [-9, -47], [-8, 85], [-7, -124], [-6, 153], [-5, -165], [-4, 157], [-3, -129], [-2, 88], [-1, -46], [0, 17], [1, -3]]",18,"[[-6, 1], [-5, -9], [-4, 33], [-3, -78], [-2, 136], [-1, -174], [0, 183], [1, -174], [2, 136], [3, -78], [4, 33], [5, -9], [6, 1]]",12,-4,1045,"[1, -3, 2, 1, -4, 5, -7, 20, -47, 85, -124, 153, -165, 157, -129, 88, -46, 17, -3]",-17,1
"[-0.353061, -0.381, -1.11101, -0.259548, -0.751065, -0.887416, 1.20021, 0.892842, -0.880512, -2.05413, -0.487187, -0.535724, -0.869736, 0.713438, -0.23652, 0.566143, 1.2616, -0.388646, 1.26031, -2.74956, -0.070554, 0.00695647, 0.572183, -0.422919, 0.744401]","[[9, 3, 10, 2], [32, 2, 33, 1], [40, 3, 41, 4], [4, 14, 5, 13], [7, 16, 8, 17], [6, 25, 7, 26], [5, 44, 6, 45], [21, 8, 22, 9], [33, 10, 34, 11], [38, 11, 39, 12], [14, 23, 15, 24], [12, 35, 13, 36], [17, 27, 18, 26], [18, 30, 19, 29], [15, 42, 16, 43], [28, 20, 29, 19], [31, 21, 32, 20], [41, 22, 42, 23], [24, 43, 25, 44], [30, 27, 31, 28], [39, 34, 40, 35], [36, 45, 37, 46], [46, 37, 1, 38]]","[[-12, -2], [-11, 6], [-10, -12], [-9, 18], [-8, -22], [-7, 24], [-6, -23], [-5, 19], [-4, -13], [-3, 8], [-2, -3], [-1, 1]]",11,"[[-4, -2], [-3, 10], [-2, -20], [-1, 28], [0, -31], [1, 28], [2, -20], [3, 10], [4, -2]]",8,-6,151,"[-2, 6, -12, 18, -22, 24, -23, 19, -13, 8, -3, 1]",-12,-1
"[0.44747, 0.367112, -0.56183, -0.362054, 1.77835, 1.56503, -0.846158, 0.718447, -0.55694, -2.07985, 0.832137, 1.80943, 0.688785, 0.699023, -0.213186, -0.639424, 1.15068, 0.473579, -0.157482, 0.885602, -1.30594]","[[16, 2, 17, 1], [4, 10, 5, 9], [2, 11, 3, 12], [3, 19, 4, 18], [15, 6, 16, 7], [20, 6, 21, 5], [22, 7, 1, 8], [8, 13, 9, 14], [19, 11, 20, 10], [12, 18, 13, 17], [21, 15, 22, 14]]","[[-1, 1], [0, -2], [1, 3], [2, -3], [3, 4], [4, -3], [5, 2], [6, -1]]",7,"[[-2, -1], [-1, 5], [0, -7], [1, 5], [2, -1]]",4,2,19,"[1, -2, 3, -3, 4, -3, 2, -1]",-1,6
"[-0.903058, 1.14107, -1.77129, -0.398644, 1.34909, -0.108301, -0.446824, -0.262203, -0.603471, 1.64013, -0.203927, 0.119326, 0.339915, 0.686981, -0.696829, 0.0856846, 0.948622, -0.325246, -2.12986, 0.57622, 0.0627884]","[[16, 1, 17, 2], [26, 4, 27, 3], [49, 4, 50, 5], [57, 2, 58, 3], [66, 6, 67, 5], [6, 66, 7, 65], [25, 8, 26, 9], [50, 8, 51, 7], [58, 10, 59, 9], [75, 10, 76, 11], [11, 18, 12, 19], [13, 30, 14, 31], [12, 46, 13, 45], [28, 15, 29, 16], [47, 15, 48, 14], [76, 17, 1, 18], [21, 39, 22, 38], [20, 44, 21, 43], [19, 61, 20, 60], [35, 25, 36, 24], [40, 24, 41, 23], [46, 29, 47, 30], [56, 28, 57, 27], [71, 23, 72, 22], [32, 54, 33, 53], [33, 65, 34, 64], [31, 68, 32, 69], [41, 36, 42, 37], [51, 35, 52, 34], [72, 37, 73, 38], [39, 70, 40, 71], [73, 42, 74, 43], [44, 61, 45, 62], [55, 48, 56, 49], [52, 63, 53, 64], [67, 54, 68, 55], [74, 59, 75, 60], [62, 69, 63, 70]]","[[-12, 2], [-11, -9], [-10, 19], [-9, -21], [-8, 4], [-7, 30], [-6, -64], [-5, 82], [-4, -75], [-3, 47], [-2, -9], [-1, -30], [0, 57], [1, -61], [2, 42], [3, -12], [4, -9], [5, 14], [6, -8], [7, 2]]",19,"[[-5, -1], [-4, 6], [-3, -11], [-2, -3], [-1, 33], [0, -47], [1, 33], [2, -3], [3, -11], [4, 6], [5, -1]]",10,-2,83,"[2, -9, 19, -21, 4, 30, -64, 82, -75, 47, -9, -30, 57, -61, 42, -12, -9, 14, -8, 2]",-12,7
"[0.327054, 0.35257, 2.05424, -0.00413497, 0.159645, -1.10609, 2.1843, 0.239882, -0.984804, 0.785523, 1.44387, 1.10867, -0.810428, -0.0354224, -0.172892, 0.180803, 1.41787, 1.47264, 0.380324, -0.90189, -1.18692, 0.495589, -0.0219611, 0.50851, -1.75641, -0.282196, -0.316713, 0.125159, -1.77248]","[[27, 3, 28, 2], [52, 3, 53, 4], [60, 6, 61, 5], [87, 4, 88, 5], [102, 1, 103, 2], [49, 9, 50, 8], [64, 9, 65, 10], [85, 7, 86, 6], [98, 8, 99, 7], [16, 19, 17, 20], [10, 30, 11, 29], [11, 43, 12, 42], [15, 59, 16, 58], [14, 73, 15, 74], [13, 83, 14, 82], [12, 96, 13, 95], [17, 111, 18, 110], [111, 19, 112, 18], [23, 40, 24, 41], [21, 56, 22, 57], [22, 76, 23, 75], [20, 91, 21, 92], [24, 106, 25, 105], [78, 26, 79, 25], [101, 29, 102, 28], [115, 27, 116, 26], [30, 44, 31, 43], [33, 72, 34, 73], [32, 84, 33, 83], [31, 97, 32, 96], [53, 37, 54, 36], [59, 34, 60, 35], [77, 38, 78, 39], [88, 36, 89, 35], [114, 37, 115, 38], [41, 80, 42, 81], [39, 106, 40, 107], [47, 45, 48, 44], [66, 45, 67, 46], [46, 67, 47, 68], [63, 50, 64, 51], [69, 49, 70, 48], [100, 51, 101, 52], [113, 54, 114, 55], [57, 93, 58, 92], [55, 108, 56, 109], [68, 65, 69, 66], [86, 62, 87, 61], [99, 63, 100, 62], [84, 71, 85, 72], [97, 70, 98, 71], [74, 93, 75, 94], [76, 108, 77, 107], [81, 95, 82, 94], [79, 104, 80, 105], [112, 89, 113, 90], [90, 109, 91, 110], [116, 103, 1, 104]]","[[-10, 1], [-9, -5], [-8, 12], [-7, -19], [-6, 18], [-5, 2], [-4, -42], [-3, 90], [-2, -127], [-1, 134], [0, -107], [1, 55], [2, 10], [3, -66], [4, 99], [5, -99], [6, 74], [7, -41], [8, 15], [9, -3]]",19,"[[-5, 2], [-4, -10], [-3, 21], [-2, -19], [-1, 1], [0, 11], [1, 1], [2, -19], [3, 21], [4, -10], [5, 2]]",10,2,95,"[1, -5, 12, -19, 18, 2, -42, 90, -127, 134, -107, 55, 10, -66, 99, -99, 74, -41, 15, -3]",-10,9
"[0.688971, -0.77412, 0.180223, 0.295539, 2.47732, -0.518425, 2.29904, -0.990383, 0.815463, 2.25488, -1.74816, 0.19035, -0.325175, -0.605856, -1.97611, 0.349559, 0.252789, 0.326743, -0.534273, -0.657637, -1.24277, -0.504975, 0.283187, -0.488854, -0.756527]","[[38, 2, 39, 1], [54, 4, 55, 3], [65, 3, 66, 2], [4, 9, 5, 10], [6, 28, 7, 27], [5, 53, 6, 52], [28, 8, 29, 7], [53, 9, 54, 8], [13, 32, 14, 33], [10, 60, 11, 59], [11, 77, 12, 76], [12, 83, 13, 84], [85, 14, 86, 15], [15, 35, 16, 34], [16, 44, 17, 43], [17, 71, 18, 70], [36, 22, 37, 21], [45, 21, 46, 20], [63, 23, 64, 22], [72, 20, 73, 19], [89, 19, 90, 18], [23, 31, 24, 30], [26, 52, 27, 51], [25, 78, 26, 79], [24, 82, 25, 81], [48, 30, 49, 29], [31, 63, 32, 62], [33, 85, 34, 84], [46, 37, 47, 38], [55, 41, 56, 40], [66, 40, 67, 39], [86, 36, 87, 35], [41, 59, 42, 58], [42, 76, 43, 75], [64, 48, 65, 47], [80, 49, 81, 50], [87, 45, 88, 44], [50, 79, 51, 80], [67, 56, 68, 57], [57, 68, 58, 69], [60, 78, 61, 77], [61, 82, 62, 83], [69, 75, 70, 74], [88, 72, 89, 71], [90, 73, 1, 74]]","[[7, 2], [8, -4], [9, 1], [10, 13], [11, -19], [12, -16], [13, 120], [14, -287], [15, 478], [16, -640], [17, 730], [18, -724], [19, 622], [20, -452], [21, 265], [22, -116], [23, 32], [24, -3], [25, -1]]",18,"[[-8, -1], [-7, 8], [-6, -24], [-5, 68], [-4, -173], [-3, 347], [-2, -544], [-1, 692], [0, -745], [1, 692], [2, -544], [3, 347], [4, -173], [5, 68], [6, -24], [7, 8], [8, -1]]",16,10,4459,"[2, -4, 1, 13, -19, -16, 120, -287, 478, -640, 730, -724, 622, -452, 265, -116, 32, -3, -1]",7,25
"[-0.488672, -0.248351, -0.0381859, -1.74769, -0.555247, -0.807377, -0.561564, 0.991828, 1.15678, 0.480768, -0.067868, 1.33809, 0.956225, 1.33674, 0.336494, -1.07042, -0.365119, 0.500638, 0.970978, 0.488506, -0.582988]","[[26, 2, 27, 1], [39, 2, 40, 3], [3, 6, 4, 7], [4, 41, 5, 42], [40, 5, 41, 6], [9, 17, 10, 16], [8, 26, 9, 25], [7, 42, 8, 43], [10, 32, 11, 31], [22, 12, 23, 11], [45, 12, 46, 13], [14, 24, 15, 23], [15, 30, 16, 31], [13, 44, 14, 45], [20, 17, 21, 18], [33, 19, 34, 18], [19, 35, 20, 34], [36, 21, 37, 22], [24, 29, 25, 30], [38, 27, 39, 28], [43, 29, 44, 28], [32, 35, 33, 36], [46, 37, 1, 38]]","[[-10, -1], [-9, 4], [-8, -10], [-7, 19], [-6, -29], [-5, 37], [-4, -41], [-3, 39], [-2, -31], [-1, 22], [0, -11], [1, 3], [2, 1], [3, -2], [4, 1]]",14,"[[-5, 1], [-4, -5], [-3, 13], [-2, -27], [-1, 47], [0, -57], [1, 47], [2, -27], [3, 13], [4, -5], [5, 1]]",10,-2,243,"[-1, 4, -10, 19, -29, 37, -41, 39, -31, 22, -11, 3, 1, -2, 1]",-10,4
"[1.28485, -0.117479, 2.80175, -0.435163, 1.71416, 0.585033, 0.0412519, -0.68134, -0.436387, 0.397112, -0.488955, 1.72941, -0.270626, -1.94947, 1.40636, 0.403621, -1.02392, -0.976193, -0.430562, -0.629284, -0.574844, -0.581724, -0.0923833]","[[35, 2, 36, 3], [46, 3, 47, 4], [76, 2, 77, 1], [4, 26, 5, 25], [5, 48, 6, 49], [27, 7, 28, 6], [36, 8, 37, 7], [75, 8, 76, 9], [86, 9, 1, 10], [18, 12, 19, 11], [41, 14, 42, 15], [55, 10, 56, 11], [58, 14, 59, 13], [71, 13, 72, 12], [15, 42, 16, 43], [17, 57, 18, 56], [16, 70, 17, 69], [30, 23, 31, 24], [39, 22, 40, 23], [60, 22, 61, 21], [73, 21, 74, 20], [84, 20, 85, 19], [24, 66, 25, 65], [47, 27, 48, 26], [50, 29, 51, 30], [63, 29, 64, 28], [32, 45, 33, 46], [31, 67, 32, 66], [33, 79, 34, 78], [51, 38, 52, 39], [62, 38, 63, 37], [77, 35, 78, 34], [81, 40, 82, 41], [43, 69, 44, 68], [44, 79, 45, 80], [49, 64, 50, 65], [61, 52, 62, 53], [74, 53, 75, 54], [85, 54, 86, 55], [57, 70, 58, 71], [82, 60, 83, 59], [67, 81, 68, 80], [83, 73, 84, 72]]","[[-7, -1], [-6, 3], [-5, -2], [-4, -9], [-3, 36], [-2, -76], [-1, 114], [0, -130], [1, 120], [2, -84], [3, 35], [4, 14], [5, -51], [6, 63], [7, -52], [8, 27], [9, -5], [10, -4], [11, 4], [12, -1]]",19,"[[-6, 2], [-5, -7], [-4, 5], [-3, 16], [-2, -54], [-1, 90], [0, -103], [1, 90], [2, -54], [3, 16], [4, 5], [5, -7], [6, 2]]",12,2,395,"[-1, 3, -2, -9, 36, -76, 114, -130, 120, -84, 35, 14, -51, 63, -52, 27, -5, -4, 4, -1]",-7,12
"[-0.243445, 0.0891779, -0.863896, 0.905126, -0.266944, -1.39547, 0.70522, -0.757849, -0.63548, 0.36402, -0.531052, 0.203674, 0.0155018, -1.1325, -1.52215, 0.53608, -0.616587, -0.169064, -3.01639, -0.39507, -1.22276]","[[11, 3, 12, 2], [24, 3, 25, 4], [40, 2, 41, 1], [48, 5, 49, 6], [67, 4, 68, 5], [8, 25, 9, 26], [6, 49, 7, 50], [9, 59, 10, 58], [7, 68, 8, 69], [23, 12, 24, 13], [34, 15, 35, 16], [47, 14, 48, 15], [59, 11, 60, 10], [66, 13, 67, 14], [17, 55, 18, 54], [16, 71, 17, 72], [32, 20, 33, 19], [45, 21, 46, 20], [53, 19, 54, 18], [64, 22, 65, 21], [75, 22, 76, 23], [26, 38, 27, 37], [27, 57, 28, 56], [28, 61, 29, 62], [42, 30, 43, 29], [44, 31, 45, 32], [63, 30, 64, 31], [72, 33, 73, 34], [35, 50, 36, 51], [38, 58, 39, 57], [36, 69, 37, 70], [60, 40, 61, 39], [76, 42, 1, 41], [43, 63, 44, 62], [73, 46, 74, 47], [52, 56, 53, 55], [51, 70, 52, 71], [74, 65, 75, 66]]","[[-11, -1], [-9, 6], [-8, -20], [-7, 40], [-6, -58], [-5, 72], [-4, -76], [-3, 69], [-2, -54], [-1, 34], [0, -15], [1, 3], [2, 2], [3, -1]]",14,"[[-5, 1], [-4, -7], [-3, 22], [-2, -49], [-1, 88], [0, -109], [1, 88], [2, -49], [3, 22], [4, -7], [5, 1]]",10,-2,443,"[-1, 6, -20, 40, -58, 72, -76, 69, -54, 34, -15, 3, 2, -1]",-11,3
